Respondent_ID,Gender,Age_Group,Political_Party,Education_Level,Race_Ethnicity,Economic_View,Unity_View,Financial_Status,Registered_Voter,Voted_in_2024
7042,A woman,30-49,Democrat,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
18465,A man,65+,Something else,Some College,Hispanic,Good,Americans are united when it comes to the most important values,Don't even have enough to meet basic expenses,Yes,No
2331,A man,18-29,Independent,Some College,Asian non-Hispanic,Good,Americans are united when it comes to the most important values,Live comfortably,Yes,Yes
17756,A woman,30-49,Democrat,College graduate+,Other,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
1290,A woman,30-49,Democrat,College graduate+,White non-Hispanic,Excellent,Americans are united when it comes to the most important values,Live comfortably,Yes,Yes
17664,A man,65+,Democrat,Some College,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
16738,A woman,65+,Republican,Some College,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Live comfortably,No,No
17335,A man,65+,Independent,Some College,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
843,A woman,30-49,Republican,H.S. graduate or less,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
14926,A man,50-64,Republican,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
5949,A man,50-64,Republican,Some College,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
4250,A woman,50-64,Democrat,College graduate+,White non-Hispanic,Good,Americans are united when it comes to the most important values,Live comfortably,Yes,Yes
14584,A woman,18-29,Democrat,College graduate+,Asian non-Hispanic,Only fair,Americans are united when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,No
5102,A woman,65+,Republican,College graduate+,White non-Hispanic,Only fair,Americans are united when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
17723,A man,65+,Republican,College graduate+,White non-Hispanic,Good,Americans are united when it comes to the most important values,Live comfortably,Yes,Yes
13324,A woman,65+,Democrat,H.S. graduate or less,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
3891,A woman,30-49,Independent,College graduate+,Asian non-Hispanic,Poor,Americans are united when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
11884,A woman,65+,Democrat,Some College,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
5624,A man,65+,Democrat,College graduate+,Black non-Hispanic,Good,Americans are united when it comes to the most important values,Live comfortably,Yes,Yes
14716,A woman,30-49,Independent,College graduate+,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
15016,A woman,18-29,Democrat,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Just meet my basic expenses,No,Yes
18410,A man,65+,Republican,College graduate+,White non-Hispanic,Excellent,Americans are united when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
1152,A woman,50-64,Republican,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
11028,A woman,30-49,Republican,H.S. graduate or less,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Live comfortably,Yes,No
16935,A man,30-49,Something else,H.S. graduate or less,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Don't even have enough to meet basic expenses,Yes,Refused/Web blank
13894,In some other way,18-29,Something else,Some College,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
12784,A man,50-64,Democrat,College graduate+,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Live comfortably,No,Yes
8627,A man,65+,Democrat,H.S. graduate or less,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
17021,A woman,18-29,Independent,H.S. graduate or less,Hispanic,Only fair,Americans are divided when it comes to the most important values,Don't even have enough to meet basic expenses,No,No
18625,A man,30-49,Democrat,College graduate+,Hispanic,Excellent,Americans are united when it comes to the most important values,Live comfortably,No,No
3937,A woman,30-49,Republican,Some College,White non-Hispanic,Only fair,Americans are united when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
9744,A man,65+,Independent,H.S. graduate or less,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
9229,A man,65+,Democrat,Some College,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
4811,A woman,65+,Independent,H.S. graduate or less,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
8596,A woman,65+,Democrat,Some College,Refused,Poor,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
7520,A woman,30-49,Independent,College graduate+,Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
6763,A man,65+,Democrat,College graduate+,Black non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
18078,A man,65+,Democrat,H.S. graduate or less,White non-Hispanic,Good,Americans are united when it comes to the most important values,Live comfortably,Yes,Yes
3278,A man,50-64,Democrat,Some College,Refused,Poor,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
2861,A man,65+,Democrat,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
17272,A man,50-64,Republican,Some College,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,No
5954,A woman,30-49,Democrat,College graduate+,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
3578,A man,65+,Democrat,College graduate+,Refused,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
6662,A man,65+,Republican,Some College,White non-Hispanic,Good,Americans are united when it comes to the most important values,Live comfortably,Yes,Yes
11757,A woman,30-49,Something else,H.S. graduate or less,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Just meet my basic expenses,No,No
13633,A man,30-49,Republican,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
4500,A woman,65+,Republican,College graduate+,Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
15560,A woman,50-64,Independent,H.S. graduate or less,Black non-Hispanic,Poor,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
6988,A man,65+,Republican,H.S. graduate or less,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,No
14262,A man,65+,Democrat,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
6726,A man,18-29,Something else,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
